rank,Name,team_id,country,score,events
324,0xDEADD,408681,United States,8.356,4
325,r3pka,252055,Russian Federation,8.31,1
326,0xHUST,374531,Viet Nam,8.307,1
327,N33d_GP7,414317,Viet Nam,8.287,2
328,Paolo,263145,San Marino,8.266,2
329,MiniPOFP,416935,idk,8.266,2
330,DU_lackOfABetterName,422029,idk,8.237,1
331,bambambam,40094,idk,8.236,1
332,cyplt4fun,422030,idk,8.234,1
333,taylor swift enjoyer,416802,idk,8.229,2
334,Maple Bacon,73723,Canada,8.196,2
335,Jun1perSt1ng,419778,idk,8.193,1
336,M3RC3N4RY,385281,Viet Nam,8.183,2
337,Sukeban Cyber Team,270155,Nepal,8.182,5
338,NullBytez,417063,idk,8.176,2
339,R3dI5 -k -a,419779,idk,8.143,1
340,1bn_4l_w4l33d,419008,Egypt,8.123,2
341,ping 8.8.8.8,419955,idk,8.097,1
342,APD-1280,368592,idk,8.094,1
343,Restless_goblins,416997,idk,8.089,2
344,DWY_YK,405102,Viet Nam,8.061,6
345,rick07,380953,Viet Nam,8.06,3
346,vibesoc,261641,idk,8.04,1
347,Cyb3r Invasi0n Army(CIA),408973,Bangladesh,8.027,4
348,Kali_Hunters,365379,Bangladesh,7.937,1
349,TrainingBoi,422031,idk,7.936,1
350,N00B_5QU4D,360290,Bangladesh,7.935,1
351,indonesian.go.id,422032,idk,7.934,1
352,Kheshig,305688,Mongolia,7.932,2
353,0x0FFBY0N3,407147,idk,7.93,1
354,D3l14-sYS@D5,422033,idk,7.927,1
355,Decrypticons,396163,idk,7.924,1
356,training,21443,idk,7.924,1
357,homeless,23726,Myanmar,7.923,1
358,GRIS,926,Brazil,7.899,3
359,Zer0x1day1,416943,Viet Nam,7.848,2
360,"Projekt ""P""",414554,Poland,7.847,2
361,Your team's public name shown to other competitors,419276,idk,7.827,1
362,k0kos,62105,idk,7.801,3
363,upbhack,57581,Germany,7.705,2
364,thehackerscrew,85618,Antarctica,7.67,2
365,ExMoK,22160,"Korea, Republic of",7.668,2
366,如今方知我是我,419277,idk,7.658,1
367,z0d1ak,373452,India,7.651,2
368,HDFR,140217,France,7.641,2
369,Sn0wFungus,421463,Spain,7.627,2
370,$heb@n9,397998,"Taiwan, Republic of China",7.52,1
371,Power_Rangers,415629,Myanmar,7.514,2
372,CamelRiders,116033,Israel,7.495,1
373,bup11f,351699,idk,7.442,4
374,AnakSoleh,419278,idk,7.441,1
375,pwnus,305426,Kenya,7.408,2
376,DU_Sh4d0wPh03n1x3s,419389,idk,7.39,2
377,kBxAc,358282,India,7.376,2
378,R&J_1sA7mY,419489,idk,7.337,5
379,Blu3Sun,218145,Poland,7.337,1
380,VortexOps,409168,Canada,7.335,2
381,skibidi_toilet,371692,idk,7.335,1
382,Apple Tree,421941,idk,7.333,2
383,Nexux,422034,idk,7.332,1
384,90n20,167440,idk,7.331,1
385,BitGuardians,271985,idk,7.33,1
386,[!] VN3_Z4CH374,419780,idk,7.327,1
387,Rooted Minds,415234,idk,7.283,2
388,Lights of Pineapples,73825,Australia,7.276,1
389,Ph0t1n1a,55197,China,7.268,1
390,Fukery,418946,idk,7.245,4
391,accumbens,419109,China,7.239,5
392,Pul1-0t_bab9ll1,419781,idk,7.22,1
393,In10rstellar,270960,Poland,7.177,1
394,ss,16658,"Korea, Republic of",7.177,1
395,The Third Section,364665,Russian Federation,7.116,1
396,Windows12Devs,409378,idk,7.096,1
397,127.0.0.1,11921,Indonesia,7.065,5
398,Bannanna,300746,Singapore,7.06,1
399,souta-4052,419284,idk,7.041,3
400,movrax60,421037,idk,7.04,2
401,TheDevilHunters,421655,Pakistan,7.039,1
402,LEO (BANGALA),422035,idk,7.039,1
403,Wh1sp3r3d,417608,Pakistan,7.038,1
404,W4j4nJ4_waB4D!,422036,idk,7.035,1
405,vodka_team,421980,idk,7.034,1
406,P@sswOrd,422037,idk,7.034,1
407,Oops! Dangling Pointer,421285,Egypt,7.033,1
408,LeetSh4d0ws,375238,Ukraine,7.033,3
409,Sentinels,106290,United Kingdom,7.032,1
410,Moltres,407415,Viet Nam,7.032,2
411,428,138305,idk,7.031,1
412,Blackout Brothers,419105,United Kingdom,7.014,2
413,TheRomanXpl0it,46516,Italy,7.01,1
414,Bugs B0unt3r,211637,Colombia,7.005,4
415,New year,365911,India,6.991,2
416,quest,65146,Greece,6.982,1
417,Byterrrs,381692,India,6.966,5
418,NeuralMeltdown,408906,idk,6.943,2
419,N!ghtM4re,418706,Egypt,6.929,4
420,N34r 0rbi7 Van9u4rd Alli4nc3,419552,idk,6.893,4
421,AZUR,418822,idk,6.832,1
422,dark0rs3,359877,idk,6.83,2
423,kami hanya makan CTF,419279,idk,6.781,1
424,T3AM KNU11,408970,India,6.748,3
425,DarkPulse,362146,Togo,6.744,3
426,Methamphetamine,378394,Pakistan,6.741,2
427,fasil67251@noihse.com,422038,idk,6.741,1
428,Sukoharjo CyberSec,283914,Indonesia,6.739,1
429,Ginkgo,42768,China,6.739,2
430,fl4gsh4rr1ng,416874,Kazakhstan,6.739,3
431,FireUAI,358878,Brazil,6.738,1
432,518&imposter,416249,Ukraine,6.738,3
433,Phoyani,419956,idk,6.726,1
434,RootYourMom,415914,idk,6.718,3
435,Hacky Easter,106520,Switzerland,6.717,2
436,clover,48284,idk,6.692,2
437,MoonPie,375643,idk,6.655,1
438,$hadow_R3C0n,415241,idk,6.579,1
439,Noizy,419280,idk,6.576,1
440,CheezeRobbery,419957,idk,6.569,1
441,Caliphal Hounds,225933,Spain,6.553,2
442,DOSA,409271,India,6.538,2
443,muh0m0rchiki404,419782,idk,6.491,1
444,ZeroBlink,415603,India,6.452,1
445,Sentry,18483,idk,6.448,1
446,karajan,422039,idk,6.447,1
447,Pirates of the Dead Flag,386253,Bangladesh,6.447,1
448,riperice,310573,idk,6.412,1
449,tau,189549,idk,6.389,1
450,Riverxia,419958,idk,6.354,1
451,justsudoit,419154,Canada,6.349,1
452,N|K,382838,Japan,6.328,3
453,Something Moist,419959,idk,6.315,1
454,jnu_alpakalee,419783,idk,6.299,1
455,c0d3xr,404721,idk,6.285,3
456,C.D-Pereti,389698,Romania,6.284,2
457,MW AWP Lightning Strike,419960,idk,6.271,1
458,clodoland,419204,France,6.266,1
459,6crepes3balles,407156,idk,6.243,2
460,Triky ones,373859,idk,6.225,1
461,Gemeni0506,419322,idk,6.204,2
462,N0_click,419115,idk,6.182,1
463,31337haxor,412345,idk,6.175,1
464,"ЗАО ""БЕЩЕКИ""",419784,idk,6.167,1
465,newbies_,380582,Morocco,6.157,1
466,TUIT Cybersecurity Club,415604,Uzbekistan,6.156,1
467,$piru H4ck3rs,407036,Romania,6.156,1
468,TR1NITY,394066,Pakistan,6.155,3
469,Pakar Media Sosial,422040,idk,6.154,1
470,th3_0B$3$$3D,411257,Pakistan,6.153,2
471,Pillarbox UA,422041,idk,6.153,1
472,ZeroTrust,169203,Kazakhstan,6.153,1
473,RicklePick,421917,idk,6.152,1
474,結束バンド,406719,China,6.152,1
475,Vuln3ra,373233,Algeria,6.151,2
476,CryptoPhantom,384940,United States,6.15,1
477,Byt3Hunters,410692,India,6.15,2
478,Outlanders,395713,idk,6.149,1
479,dan2,422042,idk,6.149,1
480,Ret2Zero,407162,Kuwait,6.12,2
481,solo_sslkd,419932,idk,6.107,2
482,jnu_ssyong,419785,idk,6.099,1
483,971Sec,382955,United Arab Emirates,6.058,3
484,Qu4nt1x,302722,Jordan,6.052,2
485,Les Bananistes,417622,France,6.019,5
486,Thryve,419961,Jordan,6.01,3
487,OneSword,406960,idk,5.972,2
488,Ynov Cyber Crew,365016,France,5.954,1
489,Squid Proxy Lovers,222966,United States,5.917,1
490,0xdisas,418715,idk,5.908,2
491,T1me 2 sleep,417653,idk,5.878,3
492,CSU Maze Breakers,380670,idk,5.861,2
493,ByteWatch,422043,idk,5.86,1
494,R3PUBL1C_0F_H4CK3RS,396058,Bangladesh,5.86,1
495,HasHash,356153,Pakistan,5.859,1
496,CSIRT CL,422044,idk,5.859,1
497,ဟာကာမန်း,422045,idk,5.858,1
498,PBR | UCLA,186494,United States,5.852,1
499,0_Clicks,370771,Tunisia,5.85,4
500,bdhxgrp,193805,Bangladesh,5.771,3
501,PHREAKS 2600,200877,France,5.757,2
502,Miku Miku :D,419962,idk,5.752,1
503,KH0BZ4,412876,Morocco,5.735,2
504,Outliers,192864,Australia,5.674,2
505,swørdfish,413455,Canada,5.645,3
506,Triada,303057,India,5.631,4
507,The Crack in the Light,419963,idk,5.599,1
508,Hidden Investigations,188318,Bangladesh,5.596,3
509,gigawatz,422046,idk,5.567,1
510,Phantom_Protocol,404959,Bangladesh,5.567,1
511,NABU TEAM,402332,Iraq,5.567,1
512,JKKNIU L@L P1pR@,418039,idk,5.567,1
513,Cyborgs,24680,idk,5.566,1
514,npcyatdlensa,421094,idk,5.566,2
515,Shomiti,410729,Bangladesh,5.566,1
516,f$NPwn3d,380452,Myanmar,5.565,1
517,mayer_doa,420519,idk,5.565,1
518,AtlasR1s3,421019,idk,5.564,3
519,GrimSec,153114,idk,5.564,1
520,Witcher_FTW,422047,idk,5.563,1
521,0xMr,408289,Mauritania,5.563,1
522,Femboy squad,422048,idk,5.563,1
523,GhostCoders,418967,Bangladesh,5.537,4
524,huh???,419964,idk,5.521,1
525,DarkInfix,419661,idk,5.514,2
526,BomjGang,370716,idk,5.5,1
527,.exploit,418774,idk,5.5,4
528,0xPh4n70m,372052,Thailand,5.483,2
529,Peking Ducks,419043,United States,5.466,1
530,JSoyke,201142,Australia,5.462,1
531,sleeping on the couch tonight,419188,Canada,5.454,1
532,ByteHunter,280841,United States,5.443,1
533,mjj,175388,idk,5.438,1
534,Maduro’s Mustache Militia,419281,idk,5.437,1
535,Breaking The World Security,359922,Cuba,5.407,1
536,Talking heads,304081,Belarus,5.386,1
537,Amarillo College,411710,idk,5.382,3
538,HgbSec,59175,Austria,5.359,2
539,otcysquad,371196,Kazakhstan,5.318,5
540,Tropical-Hunters,287568,idk,5.316,1
541,centinel5,417917,India,5.29,2
542,RabbitInTheBox,419786,idk,5.289,1
543,failure,3594,United States,5.274,1
544,4GUn7uk,203072,Bangladesh,5.273,2
545,F0rgetTheFl@g,422049,idk,5.273,1
546,libbabel.so,395398,India,5.273,2
547,r00t f0rc3,419107,Jordan,5.26,1
548,sharkbait,96818,United States,5.25,2
549,Lionsehr,419966,idk,5.231,1
550,killers,29036,idk,5.185,1
551,isolate.exe,273069,Russian Federation,5.184,3
552,enjoy the flag,419282,idk,5.147,1
553,TH3_RANG3RS,406018,India,5.144,2
554,404,8799,idk,5.119,3
555,rootk1ttens,410785,Ukraine,5.115,1
556,kindahomeless,419967,idk,5.115,1
557,Forest Tree,378865,Canada,5.093,2
558,S1lentN1njaz,414833,Egypt,5.075,3
559,Z3r0Sk1ll,422050,idk,5.07,1
560,TAY,384235,idk,5.049,3
561,OSAM_z3r0day,364108,Bangladesh,5.041,2
562,Chill Fellas,418993,Uzbekistan,5.025,3
563,ZenithAcad,418695,Romania,5.012,3
564,OP_EN,150351,United Kingdom,5.009,3
565,lf-tech,422051,idk,4.983,1
566,p1k4_squ4d,422052,idk,4.983,1
567,NullOverflow,396062,idk,4.983,1
568,5tr1ng5 #1,422053,idk,4.982,1
569,0xD1ckP1c,422054,idk,4.982,1
570,FJS_0x666,399632,Viet Nam,4.982,2
571,personal,21233,idk,4.981,2
572,TCC PENS,372696,Indonesia,4.981,1
573,Deadlock25,422055,idk,4.981,1
574,5h4d0wX7,422056,idk,4.98,2
575,CrazyGamblers,422057,idk,4.98,1
576,BitRogue,422058,idk,4.979,1
577,Dinguses,422059,idk,4.979,1
578,Stoufa_zabrat,422060,idk,4.979,1
579,Bαrrαcudα,421459,Ukraine,4.979,1
580,peppa_pig,407582,Viet Nam,4.977,3
581,smd,87736,idk,4.965,1
582,maslak,419195,Slovakia,4.934,1
583,ScriptKiddies,22256,Lithuania,4.931,2
584,Sinister Script,307765,Finland,4.896,3
585,Carthago Delenda Est,419068,Tunisia,4.893,2
586,BorderOfLife,367310,Viet Nam,4.891,4
587,SNCT,404148,idk,4.874,4
588,fu11b00t,383899,India,4.858,3
589,/n,417252,idk,4.832,1
590,NYUSEC,439,United States,4.83,3
591,Blind_Virus,252621,Bangladesh,4.824,1
592,NOnameOPerators,306626,"Korea, Republic of",4.816,1
593,Vadimohka,419787,Belarus,4.805,1
594,BR41NLAG,407845,idk,4.784,2
595,ThomasgKorp,363488,idk,4.782,3
596,6h4T 9pT pR0,412747,Viet Nam,4.773,5
597,Syclover,455,China,4.766,1
598,IQSTRIKE,418978,Iraq,4.757,1
599,V1t,280950,Viet Nam,4.729,3
600,pulpadulpa,419788,idk,4.714,1
601,Dobol Konten,419283,idk,4.713,1
602,B1g_C4sh_1n_B1tc01n_m30w,417427,idk,4.69,1
603,pranav_16,417740,idk,4.689,1
604,Blind Knight,422061,idk,4.689,1
605,Th3 Cr4ck in th3 L1ght,420512,idk,4.689,1
606,DataDefender,393556,idk,4.689,1
607,PleaseTryAgain,422062,idk,4.688,1
608,JDB,422063,idk,4.688,1
609,CroCByte,313915,Bangladesh,4.688,1
610,CyberSabr,418098,Bangladesh,4.688,1
611,AES-thetic,422064,idk,4.688,1
612,Cyn,152807,idk,4.687,1
613,UVT-CTF,214520,Romania,4.684,1
614,Hackerstan,33980,Kyrgyzstan,4.683,1
615,Pwnst4r5,137902,India,4.669,3
616,no_name404,304085,idk,4.653,1
617,LateBloomer,412865,Viet Nam,4.647,1
618,WeBreak Squad,418893,Bangladesh,4.642,2
619,Pobediteli_lol_kek_chebureck,419789,idk,4.638,1
620,BKISC,199510,Viet Nam,4.583,3
621,SH1TH34D,419790,idk,4.581,1
622,c0rkk_0n_g14c3!,419087,Japan,4.542,4
623,rm -life,418941,India,4.539,3
624,kossiitkgp,304605,India,4.52,1
625,Brunnerne,155032,Denmark,4.512,2
626,TU Delft CTF Team,134822,Netherlands,4.504,1
627,Elite Security,309303,Jordan,4.485,1
628,TeamAbyssun,419098,China,4.483,4
629,ByteC4ts,362988,idk,4.453,3
630,Avek,419791,idk,4.443,1
631,0x7f000001,405467,Dominican Republic,4.409,1
632,black trace,5406,idk,4.402,1
633,HR lovers,371275,France,4.401,1
634,VelVetZero,417178,Morocco,4.398,1
635,ByteBandits,13691,India,4.397,1
636,BotakXHensem,422065,idk,4.397,1
637,Crazy Bandit,387478,idk,4.397,1
638,fsociety,17222,United States,4.397,1
639,Grand master Gooners,422066,idk,4.396,1
640,Mong,91088,United States,4.396,2
641,tommy_kay_solo,358028,Poland,4.396,1
642,./flag,165876,Japan,4.396,1
643,RootSquad,221095,idk,4.396,1
644,UFTB -BLACK BOOL'S,422067,idk,4.395,1
645,quocbao21,409048,idk,4.395,1
646,CyberCrack,89078,United States,4.395,1
647,5tr1ng5 #2,421029,idk,4.395,2
648,fanztrevah,380816,Kazakhstan,4.394,3
649,Shas,197292,idk,4.394,1
650,CTF_Knights,268765,idk,4.394,1
651,The Shades,409851,Indonesia,4.381,2
652,FunCTF1234,383745,Australia,4.38,3
653,MacHackers,410825,idk,4.356,1
654,molybdenum0330,418671,Japan,4.331,3
655,WoyAg,230857,idk,4.284,1
656,Utopains,408650,India,4.271,4
657,NarXploit,392547,Kazakhstan,4.261,2
658,КиберКатлеты,304066,Belarus,4.249,1
659,T41l_R3curs1on,419792,idk,4.226,1
660,郑州软件职业技术学院一队-Sec,419285,idk,4.219,1
661,uaa,419286,idk,4.211,1
662,ven0omandspiders,419287,idk,4.196,1
663,bright_lights,204281,idk,4.188,1
664,NaN,2330,idk,4.173,1
665,0xstorm,419288,idk,4.145,2
666,hangar18_,418755,India,4.141,1
667,Crystallisers,419122,Singapore,4.137,1
668,BYU Cyberia,155711,United States,4.135,2
669,VTLet,409894,Viet Nam,4.115,1
670,OmniCYBR,383015,Romania,4.112,1
671,chudlingpong,422068,idk,4.105,1
672,NINE-ELEVEN,422069,idk,4.104,1
673,Royal Dark,422070,idk,4.104,1
674,Filthy Hacker,169455,idk,4.104,1
675,maybe next time,369836,idk,4.104,1
676,B1gB4Ng_21,421398,India,4.104,2
677,qwerty,456,idk,4.103,3
678,H4ckTr1x,419793,idk,4.099,1
679,EVIL GANG,409671,Kazakhstan,4.077,2
680,Dragons_Of_The_Noise,417223,idk,4.072,1
681,Nepaletka,240800,idk,4.062,2
682,KakishTeam,419794,idk,4.062,1
683,Clocktower Dwellers,202842,United States,4.061,1
684,NetCrawlers,159004,idk,4.056,3
685,ssssssst,151844,idk,4.055,2
686,FengZi,417006,idk,4.049,1
687,_Unravel,400833,India,4.04,3
688,Emu Exploit,160273,Australia,4.004,1
689,yd1201,417054,idk,4.0,4
690,NTUT_Is1ab,358803,"Taiwan, Republic of China",3.999,2
691,r0mp0mp0m,382859,idk,3.996,1
692,SY,114738,idk,3.996,1
693,F1ux,417727,idk,3.988,1
694,Hawksec UNIFEI,226098,Brazil,3.98,1
695,gay dumb dogs,419968,idk,3.941,1
696,Lyk4ansky,381038,Belarus,3.941,1
697,ACKnDazs,378410,France,3.925,2
698,Saviour,392567,idk,3.925,1
699,Bena,419969,idk,3.918,1
700,holyhexor,373107,Indonesia,3.917,5
701,elevans,254302,idk,3.916,1
702,L1NC,183212,idk,3.892,4
703,QWER,502,idk,3.887,1
704,exploiitm,210741,India,3.886,1
705,[A4K55CNN] 67 mango mustard diddyblud epstein khaby lame mechanism,419795,idk,3.882,1
706,G1tc_Gu4rdians,202828,United States,3.868,1
707,171,13035,idk,3.864,1
708,Codilo,419796,idk,3.863,1
709,Itemize,11404,Norway,3.857,1
710,1dkname,419797,idk,3.85,1
711,D4rk sec,413284,India,3.845,3
712,Wolf Pack,191889,idk,3.833,1
713,Flag Hunters,60435,Spain,3.832,3
714,sudo rm -rf /team/,380409,India,3.83,2
715,12109083,417300,idk,3.815,1
716,CodamCTF,418743,Netherlands,3.815,1
717,zerikishdan,414719,Uzbekistan,3.814,1
718,Te4r,422071,idk,3.814,1
719,dunno,52751,Italy,3.814,1
720,420v3rfl0w,359179,idk,3.814,1
721,MMOYD,403592,Ukraine,3.814,1
722,xSTF,15341,Portugal,3.814,1
723,FSB,177545,Bangladesh,3.814,1
724,Cm0s,1500,idk,3.813,1
725,HACKERFPTU,416685,idk,3.813,1
726,Team Hackalypse,407712,Bangladesh,3.813,1
727,Ambr0s1a!,405490,Ukraine,3.813,2
728,LoLiPoPxRang0,422072,idk,3.812,1
729,L0stAx3s,354995,Russian Federation,3.812,1
730,My Livers Hurt,419970,idk,3.808,1
731,po tay,419289,idk,3.806,1
732,Algolymp,419971,idk,3.805,1
733,Shalena Bdjilka,376454,idk,3.803,2
734,4sleepers,412154,India,3.801,3
735,larsenox,419290,idk,3.785,1
736,Sleepy Pandas,386794,Bangladesh,3.784,2
737,RoyalRoppers,176008,Sweden,3.782,2
738,AM12,419205,United States,3.774,1
739,ZelBrag,419799,idk,3.772,1
740,Nol3ptr,2524,United States,3.762,3
741,guys_who_need_pentest_jobs,419291,idk,3.754,1
742,D4rkEagl3s,419049,Egypt,3.746,2
743,umecider,419972,idk,3.743,1
744,OtterCookie,419292,idk,3.74,1
745,猪头网安学长不会梦到优秀计科学妹,419293,idk,3.739,1
746,NULL,321,idk,3.738,1
747,iknif,419294,idk,3.738,1
748,404_boys,410058,Nigeria,3.737,1
749,Pengen Solved Soal Crypto,396362,Indonesia,3.734,2
750,51NCA,369036,Romania,3.723,1
751,h3xless,419973,idk,3.712,1
752,TukangTuru,419230,Indonesia,3.703,3
753,BackMoon,79338,idk,3.7,2
754,Qu1ck5h0t,371043,China,3.696,1
755,PLUS,1679,"Korea, Republic of",3.693,1
756,B33F50UP,419295,idk,3.693,1
757,EternalExploiters,419296,India,3.685,1
758,xeoneg_iv,419095,Ukraine,3.664,3
759,Br0k3nP1p3,418606,Russian Federation,3.664,1
760,CUHK0x,278017,Hong Kong,3.656,2
761,terror,45883,idk,3.642,1
762,giangnt34,419297,idk,3.641,1
763,sik,10219,idk,3.632,2
764,oolong_tea,371587,idk,3.624,3
765,cokezero,419298,idk,3.613,1
766,shiki_natsume,419974,idk,3.606,1
767,Shadow Operators,419299,idk,3.604,1
768,1,12924,idk,3.594,2
769,Rooted Minds 2,419975,idk,3.592,1
770,pigeon234,419800,idk,3.583,1
771,TeamNameN+1,287062,Canada,3.583,1
772,CaptureAtLeastOneFlag,419300,idk,3.568,1
773,Soft Spoken,374911,Indonesia,3.561,1
774,W3BT0D!3,410253,Viet Nam,3.549,3
775,SUDO-ko,419301,idk,3.538,1
776,Leet Puppets,308760,idk,3.538,1
777,muabannhadat,419801,idk,3.532,1
778,ThePiece,419976,idk,3.526,1
779,PrivateUser,222358,India,3.523,1
780,Made_In_Bangladesh,419137,Bangladesh,3.523,1
781,dp!h3r0x,379860,Bangladesh,3.523,2
782,Kirasec,228859,Morocco,3.523,2
